Vehicle_ID,Vehicle_Type,Fuel_Type,Route_Type,Vehicle_Age,Mileage,Usage_Hours,Driving_Score,Load_Capacity,Engine_Temperature,Tire_Pressure,Battery_Health,Fuel_Consumption_Before,Need_Maintenance,Service_Required,Breakdown_Risk,Vehicle_Health_Score,Estimated_Maintenance_Cost,Fuel_Consumption_After
VH00222,Truck,Diesel,Urban,9,128501,2849,48,4872,88,32,83,12.27,1,Battery Check,Medium,52.2,13517,10.91
VH00223,SUV,Electric,Highway,11,10537,3202,41,4825,113,37,61,16.97,1,Engine Service,High,46.97,6395,16.25
VH00224,Van,Petrol,Rural,3,124233,720,59,2560,115,31,58,5.59,0,No Service,Low,61.46,1759,4.07
VH00225,SUV,Hybrid,Urban,7,86552,5314,66,2026,114,34,81,7.53,0,No Service,Low,63.15,826,6.01
VH00226,SUV,Petrol,Urban,1,11980,9280,45,4194,101,29,98,9.5,0,No Service,Low,56.9,2475,7.65
VH00227,Sedan,Electric,Urban,7,174379,176,89,2650,74,29,58,13.82,0,No Service,Low,61.01,2369,12.89
VH00228,SUV,Petrol,Rural,10,98966,2298,66,2656,81,38,32,15.94,0,No Service,Low,57.37,2313,14.14
VH00229,Sedan,Electric,Urban,11,185916,4337,94,2923,109,29,80,7.59,0,No Service,Low,56.55,2006,6.42
VH00230,Sedan,Diesel,Rural,2,169701,8522,93,3294,75,37,97,8.21,0,No Service,Low,74.05,1744,7.37
VH00231,SUV,Hybrid,Highway,12,105934,6127,63,4743,87,30,73,15.7,1,Oil Change,High,45.17,15907,14.21
VH00232,Van,Diesel,Rural,14,202932,10467,54,3542,76,32,54,6.93,1,Oil Change,Medium,45.58,10533,6.38
VH00233,Van,Petrol,Highway,14,205855,11199,94,4591,88,37,51,8.4,1,Oil Change,Medium,50.26,13956,6.61
VH00234,Van,Diesel,Rural,6,264435,5955,87,3578,84,36,71,14.53,0,No Service,Low,57.37,2555,13.93
VH00235,Van,Hybrid,Rural,15,51988,2644,97,3734,111,30,37,7.16,1,Engine Service,High,53.11,3716,6.06
VH00236,Van,Diesel,Urban,13,141123,11904,72,935,78,33,73,15.76,1,Oil Change,Medium,52.58,16233,15.05
VH00237,SUV,Hybrid,Rural,9,296962,2957,81,1957,89,33,82,11.38,0,No Service,Low,59.66,997,10.17
VH00238,SUV,Hybrid,Urban,6,263880,1653,49,2872,117,38,96,10.82,0,No Service,Low,58.84,535,8.88
VH00239,Truck,Diesel,Highway,3,118336,6374,60,2704,128,33,56,6.76,0,No Service,Low,55.19,2264,6.04
VH00240,Van,Electric,Highway,1,184159,10957,45,611,89,32,40,13.84,1,Engine Service,Medium,50.54,15842,13.17
VH00241,SUV,Petrol,Urban,12,280689,3840,69,3534,73,29,56,16.49,1,Oil Change,High,43.16,12934,15.7
VH00242,Truck,Electric,Highway,12,243066,9253,62,1596,79,28,36,14.0,1,Oil Change,Medium,40.13,18075,12.09
VH00243,Van,Electric,Rural,15,280628,1727,75,1796,111,32,86,9.12,1,Oil Change,High,53.99,7126,8.2
VH00244,Sedan,Diesel,Urban,4,295811,10259,85,1457,109,35,68,14.08,1,Battery Check,High,53.24,19257,12.67
VH00245,Truck,Petrol,Urban,4,80111,11623,96,4586,70,37,80,11.63,0,No Service,Low,66.49,2519,10.7
VH00246,SUV,Petrol,Urban,13,271407,1174,88,593,104,32,50,16.1,1,Battery Check,Medium,51.67,14860,14.52
VH00247,Sedan,Electric,Highway,8,96492,3304,42,3266,93,30,86,10.98,1,Oil Change,High,54.96,4391,9.53
VH00248,Sedan,Diesel,Highway,10,137000,1128,65,1167,113,30,80,8.08,0,No Service,Low,60.49,2589,6.15
VH00249,Sedan,Petrol,Rural,10,86206,747,73,1014,76,29,46,6.32,0,No Service,Low,66.05,2655,5.32
VH00250,Truck,Electric,Rural,14,156709,5403,69,1743,91,34,60,8.65,0,No Service,Low,56.78,1005,7.69
VH00251,SUV,Petrol,Urban,13,102476,3262,57,3576,92,29,43,12.33,1,Battery Check,Medium,45.06,3839,10.66
VH00252,Sedan,Diesel,Rural,7,108941,1002,56,4789,70,33,31,7.21,0,No Service,Low,57.71,2170,6.47
VH00253,Van,Diesel,Highway,10,281635,4167,84,2601,93,39,55,5.52,0,No Service,Low,62.9,1816,3.92
VH00254,Sedan,Diesel,Rural,7,133569,9795,90,3523,89,35,51,10.83,0,No Service,Low,56.76,2771,9.18
VH00255,Sedan,Petrol,Highway,7,168254,5176,81,1311,101,35,57,9.52,0,No Service,Low,62.69,504,7.73
VH00256,Truck,Hybrid,Rural,12,18903,11154,60,2020,100,29,35,10.47,1,Oil Change,High,44.9,19867,8.93
VH00257,Truck,Petrol,Highway,2,87261,2997,93,1978,102,33,48,10.9,0,No Service,Low,67.07,2266,10.15
VH00258,SUV,Hybrid,Highway,9,91604,9637,63,4363,105,39,85,14.96,1,Battery Check,Medium,53.15,19310,13.95
VH00259,Van,Diesel,Rural,6,81086,5662,43,2501,87,30,50,17.49,1,Battery Check,Medium,47.59,4067,16.91
VH00260,Truck,Electric,Rural,2,201508,8273,88,1531,106,36,71,8.41,0,No Service,Low,66.15,727,6.78
VH00261,Sedan,Hybrid,Highway,1,159239,8781,99,2638,102,30,49,17.25,1,Battery Check,High,52.53,16243,15.71
VH00262,SUV,Diesel,Urban,11,35443,5352,87,4941,102,28,73,7.97,1,Engine Service,Medium,54.19,14393,6.7
VH00263,Sedan,Diesel,Rural,1,221296,7951,64,3569,74,36,60,14.81,0,No Service,Low,56.75,761,12.85
VH00264,Sedan,Hybrid,Highway,1,125155,8717,90,850,87,35,38,13.86,0,No Service,Low,64.31,2907,12.88
VH00265,Truck,Electric,Rural,4,140560,7328,63,4805,78,39,79,5.68,0,No Service,Low,66.84,1954,3.84
VH00266,SUV,Diesel,Rural,4,170620,5781,85,2805,111,29,61,14.42,1,Oil Change,Medium,51.25,17547,13.65
VH00267,Van,Hybrid,Rural,14,218721,5695,91,1764,100,37,69,16.71,1,Oil Change,Medium,54.39,17145,14.78
VH00268,Van,Electric,Rural,12,159232,7490,66,2057,76,37,81,17.09,0,No Service,Low,56.99,1013,16.16
VH00269,Truck,Electric,Rural,9,16195,11023,70,1285,84,30,98,13.91,0,No Service,Low,60.68,2494,12.2
VH00270,Truck,Diesel,Urban,13,207619,4091,86,4406,115,34,56,15.23,1,Engine Service,High,44.1,7824,14.56
VH00271,SUV,Petrol,Urban,12,87674,9699,90,4706,73,33,31,5.93,1,Battery Check,Medium,53.99,3388,4.82
VH00272,Van,Petrol,Urban,12,298863,6562,74,3933,115,35,30,7.1,1,Engine Service,Medium,42.01,7841,5.15
VH00273,Van,Diesel,Highway,1,292172,6468,91,2807,108,37,37,8.41,0,No Service,Low,58.57,1245,7.45
VH00274,Van,Electric,Urban,3,26192,8714,59,1165,77,32,39,11.91,0,No Service,Low,60.96,1651,10.24
VH00275,Sedan,Diesel,Urban,3,93636,11247,55,1060,93,32,98,10.02,0,No Service,Low,63.35,1086,8.79
VH00276,Van,Hybrid,Highway,8,81812,9506,99,4157,77,29,95,13.54,0,No Service,Low,59.06,1457,12.13
VH00277,Sedan,Petrol,Urban,2,37551,4042,70,4648,129,33,70,10.79,0,No Service,Low,56.77,2555,9.4
VH00278,SUV,Hybrid,Rural,6,130920,1900,46,2691,74,39,77,15.08,0,No Service,Low,65.28,595,13.72
VH00279,Sedan,Diesel,Urban,11,205383,10361,57,2042,92,39,77,14.28,1,Battery Check,Medium,52.9,6802,13.05
VH00280,SUV,Diesel,Urban,4,71444,2477,47,3350,112,38,62,14.71,0,No Service,Low,57.73,850,13.93
VH00281,Van,Electric,Urban,13,174196,7423,66,1217,124,38,98,15.78,1,Oil Change,High,53.93,12150,15.26
VH00282,Van,Electric,Rural,10,285798,2203,53,3639,103,32,80,15.84,1,Engine Service,Medium,44.47,16457,14.33
VH00283,SUV,Electric,Rural,6,10203,1371,57,3420,84,36,93,15.13,0,No Service,Low,67.98,1952,13.58
VH00284,Truck,Hybrid,Rural,13,161201,5120,40,1154,120,30,52,5.86,1,Battery Check,Medium,46.42,10646,4.2
VH00285,SUV,Electric,Rural,5,126284,534,95,1631,128,32,81,13.1,0,No Service,Low,64.54,1598,11.21
VH00286,Truck,Diesel,Highway,12,254175,3698,70,2275,119,30,72,5.26,1,Engine Service,High,51.24,4073,4.51
VH00287,Sedan,Electric,Rural,9,174336,11841,59,3722,116,36,39,14.67,1,Engine Service,Medium,38.15,6348,12.83
VH00288,Sedan,Petrol,Rural,9,190286,3871,45,4311,88,36,30,5.79,1,Oil Change,Medium,50.89,11221,4.94
VH00289,Sedan,Electric,Rural,1,198955,8826,84,2249,94,37,45,17.78,0,No Service,Low,56.18,2622,16.47
VH00290,Van,Hybrid,Rural,3,211484,8672,40,3710,108,34,48,12.98,1,Oil Change,Medium,42.77,8828,12.09
VH00291,Sedan,Petrol,Highway,1,210733,2250,58,3227,73,28,34,7.37,0,No Service,Low,56.51,2518,6.66
VH00292,Truck,Petrol,Urban,6,190040,4224,78,3036,115,36,84,11.09,0,No Service,Low,60.35,795,10.51
VH00293,Sedan,Petrol,Urban,12,183112,5702,94,1581,77,36,91,15.75,0,No Service,Low,64.87,1600,14.73
VH00294,SUV,Hybrid,Rural,3,111683,11420,66,4683,98,37,34,7.34,1,Battery Check,Medium,52.88,11674,5.38
VH00295,SUV,Diesel,Rural,14,60750,5267,95,3541,124,32,36,11.98,1,Engine Service,Medium,47.17,9591,10.77
VH00296,Van,Electric,Rural,1,26119,5586,55,2841,111,38,62,5.05,0,No Service,Low,68.92,573,4.49
VH00297,SUV,Petrol,Urban,6,296161,4149,53,3701,82,29,35,15.25,1,Battery Check,High,39.96,19299,13.74
VH00298,Truck,Petrol,Urban,5,189852,646,73,2587,107,28,35,7.53,1,Battery Check,High,53.95,19675,6.73
VH00299,Sedan,Petrol,Rural,12,167276,11908,46,1579,105,29,80,10.03,1,Oil Change,High,43.77,16702,9.45
VH00300,Van,Diesel,Urban,12,266599,4522,59,3259,106,31,41,11.89,1,Battery Check,High,39.58,18204,10.2
VH00301,Sedan,Diesel,Highway,8,31497,10043,70,790,111,31,33,6.88,1,Engine Service,High,55.11,14235,5.71
VH00302,Sedan,Hybrid,Rural,14,275516,4924,61,3923,125,28,30,17.05,1,Oil Change,Medium,24.87,5828,15.08
VH00303,Truck,Diesel,Rural,2,98683,3215,59,3666,114,35,81,11.09,0,No Service,Low,61.4,2262,9.52
VH00304,SUV,Electric,Highway,8,289597,318,54,3999,120,37,82,8.01,1,Engine Service,Medium,54.7,14086,7.08
VH00305,SUV,Hybrid,Highway,12,122716,225,64,1343,112,39,43,14.56,0,No Service,Low,57.76,2570,12.58
VH00306,Sedan,Hybrid,Urban,5,27197,9620,85,1413,129,35,50,16.62,1,Battery Check,High,54.47,15719,14.82
VH00307,Van,Electric,Highway,8,109456,9515,40,4939,100,35,60,16.86,1,Battery Check,Medium,40.29,5738,15.89
VH00308,SUV,Electric,Rural,12,196056,4280,56,4490,88,32,70,10.6,1,Oil Change,Medium,48.13,6003,9.67
VH00309,Van,Electric,Urban,10,142955,5260,55,1476,106,37,86,9.67,0,No Service,Low,61.63,2701,8.42
VH00310,SUV,Hybrid,Highway,4,288795,2870,76,3826,94,29,36,17.08,1,Engine Service,High,43.04,17059,15.77
VH00311,Van,Hybrid,Urban,15,12812,9866,60,2592,106,31,90,5.69,0,No Service,Low,55.23,1414,4.32
VH00312,Truck,Hybrid,Urban,4,105981,2042,66,1700,70,28,44,14.76,0,No Service,Low,59.18,1423,13.93
VH00313,Van,Electric,Urban,10,252248,11632,95,2148,90,37,38,7.31,0,No Service,Low,55.36,1955,6.73
VH00314,Truck,Electric,Urban,15,278706,4557,94,621,110,28,89,11.05,1,Battery Check,High,52.99,3452,9.74
VH00315,Truck,Petrol,Highway,15,269232,10706,98,4870,108,39,85,17.4,1,Oil Change,High,44.26,6118,15.99
VH00316,Van,Diesel,Rural,4,292613,1354,74,1459,110,37,44,12.55,0,No Service,Low,58.31,1250,10.62
VH00317,Truck,Petrol,Rural,14,190607,1087,63,4315,95,30,36,11.8,1,Oil Change,High,42.29,11774,10.49
VH00318,Sedan,Electric,Highway,11,106765,7337,91,4907,111,31,53,5.8,1,Engine Service,Medium,50.78,9999,5.07
VH00319,Truck,Hybrid,Rural,15,98641,10140,90,1852,122,39,86,8.61,0,No Service,Low,60.51,2402,7.64
VH00320,SUV,Electric,Urban,6,230075,8211,41,1187,72,38,93,5.04,0,No Service,Low,68.52,2628,4.46
VH00321,Van,Diesel,Urban,4,92969,8055,96,2829,119,39,54,16.38,0,No Service,Low,59.05,1065,15.85
VH00322,Sedan,Petrol,Urban,9,290361,5453,85,1355,110,38,63,13.38,0,No Service,Low,56.49,827,12.17
VH00323,Van,Petrol,Highway,9,106844,9609,99,4936,74,30,83,6.53,0,No Service,Low,60.74,2634,5.04
VH00324,SUV,Hybrid,Urban,3,150061,1471,94,521,112,39,63,9.73,0,No Service,Low,75.73,2318,7.8
VH00325,SUV,Petrol,Urban,7,178307,460,92,2504,98,38,57,15.55,0,No Service,Low,64.11,2033,14.1
VH00326,SUV,Petrol,Highway,12,94895,8204,64,4452,102,30,30,6.82,1,Battery Check,Medium,42.68,18090,6.05
VH00327,Truck,Electric,Urban,5,211763,8649,58,4386,71,35,66,7.99,0,No Service,Low,56.52,1606,6.13
VH00328,Truck,Petrol,Urban,15,197922,11493,84,1469,87,31,59,12.04,1,Engine Service,High,47.88,11446,10.22
VH00329,Van,Petrol,Rural,12,253512,7884,52,4278,129,30,54,6.88,1,Oil Change,High,34.69,9236,5.77
VH00330,Van,Petrol,Highway,9,191514,8188,68,844,121,36,89,9.98,0,No Service,Low,58.56,2551,8.69
VH00331,Sedan,Hybrid,Urban,2,165055,7829,71,2229,83,39,31,17.77,0,No Service,Low,56.97,1268,16.52
VH00332,Sedan,Hybrid,Urban,3,279330,2883,45,3831,123,39,57,12.07,1,Oil Change,Medium,49.88,12054,10.91
VH00333,Van,Electric,Urban,10,187142,163,95,4795,109,28,77,14.12,1,Battery Check,High,50.37,5838,13.13
VH00334,Truck,Petrol,Urban,5,190023,2328,48,4107,99,35,57,13.62,1,Battery Check,High,51.13,5925,11.64
VH00335,SUV,Hybrid,Rural,12,134272,10926,91,3807,98,32,53,7.75,1,Oil Change,Medium,50.16,5132,5.89
VH00336,Van,Hybrid,Rural,5,279935,3949,40,1039,98,35,47,16.0,1,Oil Change,High,49.02,14027,15.0
VH00337,Sedan,Electric,Rural,10,202407,6432,63,2793,88,37,49,6.59,0,No Service,Low,57.08,1910,5.17
VH00338,Truck,Diesel,Rural,12,103133,4038,49,2560,115,30,97,16.98,1,Oil Change,High,47.25,17392,16.35
VH00339,Van,Petrol,Highway,15,82306,1615,74,4138,95,33,37,7.81,1,Battery Check,High,53.07,3915,6.19
VH00340,Van,Hybrid,Urban,14,282037,8871,45,1988,115,38,85,17.41,1,Oil Change,High,41.39,3379,15.65
VH00341,Truck,Electric,Rural,14,166226,6413,87,785,127,34,90,15.37,1,Engine Service,High,53.86,11396,14.17
VH00342,Van,Electric,Urban,7,99854,10623,59,1737,123,35,68,7.22,0,No Service,Low,55.42,2559,6.61
VH00343,Truck,Electric,Highway,13,202459,7886,77,612,121,34,47,7.09,1,Oil Change,Medium,51.94,9071,5.71
VH00344,SUV,Hybrid,Urban,14,181827,10705,51,4933,109,34,88,6.1,1,Engine Service,High,44.29,10795,5.52
VH00345,Truck,Petrol,Urban,8,229046,2258,42,589,78,29,47,8.22,0,No Service,Low,55.32,2274,6.49
VH00346,Truck,Diesel,Rural,8,112809,2225,94,3306,126,30,71,13.57,1,Engine Service,Medium,54.26,5205,12.19
VH00347,Truck,Petrol,Rural,14,33631,6496,57,1999,115,33,82,11.76,1,Oil Change,Medium,53.33,3195,9.96
VH00348,Van,Electric,Highway,1,277951,2383,60,1553,113,30,62,12.97,1,Engine Service,High,52.92,18094,11.91
VH00349,Van,Electric,Urban,14,266622,6336,74,2063,82,36,50,5.4,0,No Service,Low,56.74,754,4.53
VH00350,Truck,Diesel,Rural,1,140184,7909,76,856,107,36,89,6.04,0,No Service,Low,73.01,737,4.13
VH00351,Van,Petrol,Rural,3,21908,3205,58,4226,100,33,43,14.0,1,Battery Check,Medium,54.75,17154,12.14
VH00352,Sedan,Electric,Rural,1,165507,3652,64,970,83,28,62,16.02,0,No Service,Low,58.63,2495,15.42
VH00353,Sedan,Electric,Highway,1,268887,3575,95,3414,100,28,33,9.67,1,Oil Change,Medium,52.75,5911,7.88
VH00354,Van,Petrol,Urban,10,71716,1938,57,3486,84,31,72,7.16,0,No Service,Low,60.92,2994,5.27
VH00355,Van,Electric,Rural,8,40432,8513,79,3120,103,38,31,9.01,0,No Service,Low,58.23,2086,7.83
VH00356,Truck,Petrol,Urban,1,110458,8153,69,3762,119,37,69,10.36,0,No Service,Low,58.84,1806,8.52
VH00357,SUV,Electric,Highway,9,181582,995,95,1641,79,35,79,13.19,0,No Service,Low,70.04,1541,12.02
VH00358,Van,Petrol,Urban,2,225796,5709,81,4903,126,30,92,10.32,1,Oil Change,High,51.51,14511,9.74
VH00359,Sedan,Diesel,Rural,9,159676,6013,90,1538,90,31,78,16.66,0,No Service,Low,57.65,958,15.34
VH00360,Truck,Electric,Urban,14,238682,3511,81,4367,108,39,93,10.22,0,No Service,Low,56.99,1144,8.31
VH00361,Van,Diesel,Urban,7,223713,3108,92,4050,123,38,79,7.36,0,No Service,Low,62.14,1304,6.06
VH00362,Sedan,Electric,Highway,9,35790,9276,73,554,94,33,39,8.23,0,No Service,Low,60.46,2855,7.52
VH00363,Sedan,Electric,Highway,3,265645,9924,49,1801,106,38,52,11.05,1,Engine Service,Medium,51.66,17093,9.89
VH00364,SUV,Hybrid,Urban,1,193618,3770,61,4411,109,36,66,15.17,1,Oil Change,High,53.51,17579,14.51
VH00365,Truck,Petrol,Urban,1,165584,2990,89,3967,89,31,39,16.3,1,Engine Service,High,54.92,4255,14.92
VH00366,Truck,Diesel,Urban,11,57196,10335,43,1994,114,30,54,7.41,1,Oil Change,Medium,45.8,9789,5.97
VH00367,SUV,Diesel,Highway,15,184835,6385,42,4633,76,37,62,5.05,1,Engine Service,High,51.61,3244,3.55
VH00368,SUV,Diesel,Highway,10,149722,1508,88,4203,126,37,46,16.3,1,Oil Change,High,49.79,15394,15.72
VH00369,Truck,Petrol,Urban,6,143528,3972,95,682,87,36,53,7.97,0,No Service,Low,72.93,2772,6.19
VH00370,Truck,Hybrid,Highway,7,289884,4777,95,1736,110,34,78,15.68,0,No Service,Low,56.12,2208,13.81
VH00371,Van,Diesel,Rural,9,186800,9627,88,4721,113,36,59,12.16,1,Battery Check,High,47.62,8197,11.23
VH00372,Van,Petrol,Highway,6,283932,7546,67,4735,125,38,94,10.25,1,Battery Check,High,50.89,15076,8.58
VH00373,SUV,Electric,Highway,5,213764,11929,61,1120,95,37,57,6.91,0,No Service,Low,58.75,2189,5.68
VH00374,Van,Diesel,Highway,14,149223,6589,51,2044,86,33,42,13.74,1,Battery Check,High,45.75,16717,12.44
VH00375,Sedan,Diesel,Rural,2,298659,3558,88,4627,111,31,86,15.64,1,Oil Change,Medium,51.1,12090,14.77
VH00376,Van,Hybrid,Rural,2,152059,4497,52,734,76,32,89,10.99,0,No Service,Low,68.77,2956,9.15
VH00377,Van,Diesel,Rural,8,219168,5983,80,572,97,37,39,10.8,0,No Service,Low,59.91,851,8.87
VH00378,Sedan,Diesel,Urban,15,209281,8188,72,2289,90,39,94,14.82,0,No Service,Low,56.11,1833,13.34
VH00379,SUV,Electric,Urban,1,125737,7506,86,1127,106,29,36,11.5,0,No Service,Low,56.86,1369,10.77
VH00380,Sedan,Petrol,Rural,8,213431,3700,58,1167,92,30,89,15.21,0,No Service,Low,55.31,1155,13.91
VH00381,Van,Petrol,Urban,11,214890,7171,80,4523,116,32,92,5.7,1,Battery Check,Medium,51.97,14952,4.75
VH00382,SUV,Hybrid,Urban,10,241422,5568,56,1093,117,30,55,16.15,1,Battery Check,High,41.29,12413,14.97
VH00383,Van,Electric,Urban,11,228299,5107,86,3166,128,30,67,8.41,1,Oil Change,High,47.72,8646,6.9
VH00384,Sedan,Petrol,Rural,7,235209,9667,73,4312,117,36,83,7.2,1,Battery Check,High,52.33,11281,6.59
VH00385,Sedan,Electric,Highway,7,96549,6397,43,2839,79,31,74,5.42,0,No Service,Low,60.01,1395,4.61
VH00386,Van,Petrol,Rural,5,296804,9825,78,3859,115,31,87,15.84,1,Oil Change,Medium,43.07,6604,14.22
VH00387,Truck,Electric,Rural,3,12639,10244,47,2760,121,28,70,5.78,1,Engine Service,Medium,52.67,11622,5.22
VH00388,Truck,Hybrid,Urban,7,96856,11549,72,4762,86,39,74,17.41,1,Oil Change,High,53.17,16675,16.0
VH00389,Sedan,Diesel,Urban,7,282766,11283,40,1468,107,34,63,12.34,1,Engine Service,High,43.08,3317,11.44
VH00390,Sedan,Hybrid,Highway,7,128192,4790,44,2527,70,37,87,14.08,0,No Service,Low,63.33,1921,12.23
VH00391,Truck,Petrol,Highway,12,290952,5786,71,678,80,36,39,14.43,1,Oil Change,Medium,52.16,3705,12.68
VH00392,Truck,Hybrid,Highway,15,295095,3596,79,2551,102,39,46,8.8,1,Battery Check,High,53.25,3617,6.93
VH00393,Van,Diesel,Highway,15,126909,3572,40,4931,100,35,90,15.48,1,Oil Change,High,45.11,5919,14.84
VH00394,Van,Hybrid,Rural,11,207013,11209,74,694,113,39,40,17.3,1,Battery Check,High,46.76,11866,15.31
VH00395,Truck,Petrol,Highway,2,257889,7326,61,4035,93,29,46,9.81,1,Oil Change,High,46.0,7683,9.09
VH00396,Van,Petrol,Rural,3,186148,9457,68,3440,89,33,44,15.86,1,Engine Service,Medium,47.84,3534,14.05
VH00397,Van,Hybrid,Urban,3,131522,4661,56,3317,116,37,33,15.04,1,Oil Change,Medium,50.1,12744,13.97
VH00398,SUV,Diesel,Highway,4,141469,7714,69,4128,74,37,82,12.66,0,No Service,Low,62.92,1197,10.73
VH00399,Van,Hybrid,Urban,12,24665,2458,74,1731,111,32,76,9.78,0,No Service,Low,62.36,2022,9.28
VH00400,Sedan,Diesel,Urban,9,24560,11530,99,4198,95,35,75,10.4,0,No Service,Low,60.46,651,8.86
VH00401,Van,Electric,Rural,10,298520,10442,40,2459,118,28,58,9.0,1,Battery Check,Medium,33.42,17102,7.01
VH00402,Van,Diesel,Highway,15,205340,10367,43,2026,111,36,60,10.54,1,Oil Change,High,42.16,19687,9.0
VH00403,Truck,Electric,Rural,1,244365,11959,48,2677,76,36,77,17.87,1,Battery Check,High,51.64,10856,16.31
VH00404,Sedan,Hybrid,Urban,15,161382,10473,84,3572,96,38,85,9.72,0,No Service,Low,55.71,2811,8.22
VH00405,Van,Diesel,Highway,15,290472,8350,71,4019,87,39,94,13.65,1,Engine Service,High,50.57,3677,11.68
VH00406,Van,Electric,Urban,12,182469,7357,44,2195,107,34,32,9.15,1,Oil Change,High,43.29,10861,7.58
VH00407,SUV,Electric,Urban,7,179231,6313,53,4619,100,35,33,11.07,1,Battery Check,Medium,44.75,19149,9.82
VH00408,Van,Electric,Highway,7,239598,10250,90,876,78,36,48,6.09,0,No Service,Low,64.59,801,5.22
VH00409,Van,Petrol,Highway,11,214438,8476,65,1278,71,32,70,14.92,1,Oil Change,High,52.91,18342,13.26
VH00410,SUV,Hybrid,Highway,4,200376,7705,62,3843,123,38,51,13.59,1,Engine Service,Medium,47.74,7364,12.85
VH00411,Truck,Electric,Rural,13,58998,2719,85,4095,129,29,54,9.52,1,Oil Change,High,48.09,6028,8.92
VH00412,Van,Diesel,Rural,11,112304,9972,61,2999,113,28,33,11.82,1,Battery Check,Medium,36.94,5222,10.18
VH00413,SUV,Electric,Urban,1,199692,677,66,1086,106,32,82,16.34,0,No Service,Low,62.43,1438,15.29
VH00414,Sedan,Petrol,Highway,3,212001,5343,64,1554,116,35,80,5.58,0,No Service,Low,64.3,1659,4.76
VH00415,Truck,Hybrid,Urban,5,262862,8362,75,3499,114,37,34,17.09,1,Oil Change,Medium,42.75,5599,15.44
VH00416,Sedan,Petrol,Urban,12,164957,655,43,1109,98,31,79,11.12,0,No Service,Low,55.86,2580,9.32
VH00417,Sedan,Petrol,Urban,2,17103,951,71,2676,103,31,79,16.18,0,No Service,Low,64.38,993,15.52
VH00418,SUV,Petrol,Urban,7,286690,9510,48,3000,84,31,88,16.2,1,Oil Change,Medium,44.21,11083,15.08
VH00419,Van,Diesel,Urban,14,265948,3740,41,1306,115,35,50,5.76,1,Oil Change,High,48.26,11831,5.23
VH00420,SUV,Hybrid,Highway,10,156528,2012,81,2983,78,34,52,15.16,0,No Service,Low,57.81,1754,13.42
VH00421,SUV,Hybrid,Rural,10,290372,2830,89,3199,85,38,32,14.53,1,Battery Check,Medium,53.42,3342,14.01
VH00422,SUV,Diesel,Highway,7,272190,5519,96,1851,71,28,79,5.56,0,No Service,Low,65.11,1092,4.48
VH00423,SUV,Hybrid,Highway,12,226014,2465,78,608,70,37,83,17.23,0,No Service,Low,65.36,1619,15.37
VH00424,Truck,Petrol,Highway,10,125965,7638,92,1025,126,33,45,13.25,1,Engine Service,Medium,51.77,15397,11.87
VH00425,Van,Hybrid,Rural,5,25930,366,85,1998,78,31,35,7.18,0,No Service,Low,71.09,915,5.47
VH00426,Sedan,Diesel,Rural,15,90823,4016,92,1449,126,29,70,6.6,0,No Service,Low,56.61,1527,5.9
VH00427,Sedan,Petrol,Rural,12,261025,7428,64,2167,125,30,83,12.31,1,Battery Check,High,42.25,3623,11.63
VH00428,Van,Diesel,Highway,10,209494,9692,86,3684,89,31,39,5.76,1,Engine Service,High,49.57,16516,4.73
VH00429,Sedan,Electric,Rural,15,88880,11985,49,1105,115,37,58,7.14,1,Engine Service,Medium,50.44,5843,5.63
VH00430,Van,Petrol,Urban,6,228626,2426,76,2894,126,34,88,17.33,1,Engine Service,High,52.6,15816,16.58
VH00431,Sedan,Petrol,Rural,1,182827,2901,64,2124,71,28,75,14.68,0,No Service,Low,61.05,2512,14.08
VH00432,SUV,Hybrid,Highway,4,193552,5652,79,4902,70,28,41,12.98,1,Battery Check,Medium,49.15,5057,11.01
VH00433,Sedan,Petrol,Highway,4,17293,2134,93,1557,129,30,58,7.71,0,No Service,Low,66.32,1281,6.78
VH00434,Van,Diesel,Urban,11,78542,11122,92,1868,79,29,78,7.84,0,No Service,Low,61.16,1538,6.4
VH00435,Van,Hybrid,Rural,8,70528,7553,68,2171,92,30,69,10.8,0,No Service,Low,56.97,768,9.31
VH00436,Van,Electric,Rural,15,118885,1084,76,4238,123,30,72,14.8,1,Battery Check,Medium,44.59,12449,14.24
VH00437,Van,Diesel,Urban,2,155771,4199,44,1427,88,38,36,5.05,0,No Service,Low,66.3,1784,3.7
VH00438,Van,Electric,Highway,1,169506,6563,53,4125,87,28,41,5.58,1,Battery Check,Medium,51.49,9142,4.78
VH00439,Truck,Electric,Highway,7,64669,1175,72,3236,93,33,42,16.31,0,No Service,Low,55.95,1232,15.68
VH00440,Truck,Electric,Rural,6,289746,1123,66,1204,121,35,90,15.58,0,No Service,Low,57.04,542,14.49
VH00441,Sedan,Petrol,Rural,5,181858,3997,44,782,91,32,76,14.03,0,No Service,Low,57.79,980,12.34
VH00442,Van,Diesel,Rural,12,282096,7070,90,4329,89,28,48,11.49,1,Battery Check,High,41.26,6224,9.54
VH00443,Sedan,Diesel,Rural,13,126032,8571,93,4183,80,38,32,6.89,0,No Service,Low,57.34,757,5.64
VH00444,Van,Petrol,Rural,13,42905,1211,96,1470,78,37,69,6.33,0,No Service,Low,78.15,789,4.5
VH00445,Van,Hybrid,Highway,13,187996,9475,83,4572,84,38,41,16.77,1,Oil Change,High,44.91,12377,14.85
